Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,International,Unknown,Illinois,Non-Illinois,Academic Program Code
120078 ,KV ,299 ,BSLAS ,0338 ,Psychology ,  ,  ,1314,384,928,2,867,151,115,104,3,47,27,1217,97,10KV0338BSLA
120078 ,KV ,299 ,BSLAS ,0338 ,Psychology ,  ,  ,19,10,9,0,14,3,1,1,0,0,0,18,1,10KV8037BSLA
120078 ,KV ,299 ,MS ,0338 ,Psychology ,  ,  ,3,1,2,0,1,0,0,0,0,2,0,0,3,10KS0338MS
120078 ,KV ,299 ,PHD ,0338 ,Psychology ,  ,  ,182,64,118,0,92,15,9,11,0,53,2,34,148,10KS0338PHD
120078 ,KV ,324 ,BALAS ,0344 ,Sociology ,  ,  ,485,195,289,1,220,60,116,64,3,10,12,463,22,10KV0344BALA
120078 ,KV ,324 ,BALAS ,0344 ,Sociology ,  ,  ,3,1,2,0,2,0,0,1,0,0,0,3,0,10KV8037BALA
120078 ,KV ,324 ,MA ,0344 ,Sociology ,  ,  ,3,1,2,0,2,0,0,0,0,1,0,2,1,10KS0344MA
120078 ,KV ,324 ,NDEG ,0344 ,Sociology ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KS0344NDEG
120078 ,KV ,324 ,PHD ,0344 ,Sociology ,  ,  ,45,19,26,0,21,1,4,1,0,18,0,9,36,10KS0344PHD
120078 ,KV ,361 ,MS ,0324 ,Entomology ,  ,  ,19,8,11,0,15,0,1,1,0,1,1,9,10,10KS0324MS
120078 ,KV ,361 ,PHD ,0324 ,Entomology ,  ,  ,13,9,4,0,9,1,0,0,0,3,0,4,9,10KS0324PHD
120078 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,  ,  ,64,35,29,0,32,27,1,1,0,2,1,60,4,10KV0285BALA
120078 ,KV ,362 ,MA ,0284 ,Asian Studies ,  ,  ,13,3,10,0,3,1,0,0,0,8,1,1,12,10KS0284MA
120078 ,KV ,362 ,PHD ,0285 ,E Asian Languages & Cultures ,  ,  ,26,5,21,0,3,5,0,0,1,17,0,1,25,10KS0285PHD
120078 ,KV ,377 ,MS ,0320 ,Plant Biology ,  ,  ,11,5,6,0,8,1,0,0,1,1,0,7,4,10KS0320MS
120078 ,KV ,377 ,PHD ,0320 ,Plant Biology ,  ,  ,14,8,6,0,10,1,0,0,0,3,0,6,8,10KS0320PHD
120078 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,  ,  ,255,123,132,0,195,35,12,10,0,1,2,250,5,10KV0438BSLA
120078 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,  ,  ,5,1,4,0,5,0,0,0,0,0,0,5,0,10KV8037BSLA
120078 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,5028 ,Honors Integrative Biology ,32,14,18,0,18,8,1,4,0,1,0,31,1,10KV5028BSLA
120078 ,KV ,383 ,MS ,0314 ,Biology ,  ,  ,27,7,20,0,21,3,0,0,0,2,1,18,9,10KS0314MS
120078 ,KV ,383 ,MS ,0314 ,Biology ,0316 ,Ecology & Evolutionary Biology ,4,3,1,0,4,0,0,0,0,0,0,2,2,10KS0316MS
120078 ,KV ,383 ,PHD ,0314 ,Biology ,0315 ,"Ecology, Ethology, Evolution ",13,6,7,0,8,1,0,0,0,3,1,1,12,10KS0315PHD
120078 ,KV ,383 ,PHD ,0314 ,Biology ,0316 ,Ecology & Evolutionary Biology ,30,11,19,0,23,2,1,0,0,4,0,11,19,10KS0316PHD
120078 ,KV ,383 ,PHD ,0314 ,Biology ,0317 ,Physiol & Molec Plant Biology ,15,8,7,0,4,1,0,1,0,9,0,4,11,10KS0317PHD
120078 ,KV ,397 ,BALAS ,0314 ,Biology ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KV0314BALA
120078 ,KV ,397 ,BSLAS ,0314 ,Biology ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KV0314BSLA
120078 ,KV ,397 ,BSLAS ,0314 ,Biology ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,1,0,10KV8037BSLA
120078 ,KV ,397 ,BSLAS ,0314 ,Biology ,0425 ,Biology-Honors ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV0425BSLA
120078 ,KV ,397 ,BSLAS ,0314 ,Biology ,3993 ,Biology Teacher Educ Option ,26,6,20,0,21,4,0,1,0,0,0,25,1,10KV3993BSLA
120078 ,KV ,397 ,NONE ,0314 ,Biology ,  ,  ,788,346,439,3,446,172,51,60,1,35,23,738,50,10KV0314NONE
120078 ,KV ,405 ,BALAS ,0074 ,Economics ,  ,  ,746,560,182,4,419,159,10,18,0,122,18,593,153,10KV0074BALA
120078 ,KV ,405 ,BALAS ,0074 ,Economics ,  ,  ,14,8,6,0,11,1,0,0,1,1,0,13,1,10KV8037BALA
120078 ,KV ,405 ,MS ,0074 ,Economics ,3925 ,Policy Economics ,92,58,34,0,7,0,0,0,0,85,0,3,89,10KS3925MS
120078 ,KV ,405 ,PHD ,0074 ,Economics ,  ,  ,76,52,24,0,15,3,1,0,0,56,1,9,67,10KS0074PHD
120078 ,KV ,413 ,BS ,0335 ,Chemistry ,  ,  ,126,74,52,0,76,25,4,6,0,10,5,108,18,10KV0335BS
120078 ,KV ,413 ,BS ,0335 ,Chemistry ,5023 ,Environmental Chemistry ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV5023BS
120078 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,  ,  ,321,157,164,0,172,88,14,20,0,21,6,290,31,10KV0335BSLA
120078 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,1,1,10KV8037BSLA
120078 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,3918 ,Chemistry Teaching Option ,11,5,6,0,9,1,0,1,0,0,0,11,0,10KV3918BSLA
120078 ,KV ,413 ,MS ,0294 ,Teaching of Chemistry ,  ,  ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KS0294MS
120078 ,KV ,413 ,MS ,0335 ,Chemistry ,  ,  ,4,4,0,0,3,1,0,0,0,0,0,1,3,10KS0335MS
120078 ,KV ,413 ,PHD ,0335 ,Chemistry ,  ,  ,276,198,78,0,178,16,5,12,1,62,2,29,247,10KS0335PHD
120078 ,KV ,413 ,PHD ,0337 ,Chemical Physics ,  ,  ,12,9,3,0,6,1,0,2,0,3,0,0,12,10KS0337PHD
120078 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,  ,  ,911,452,458,1,548,234,44,32,3,31,19,855,56,10KV0433BSLA
120078 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,  ,  ,5,2,3,0,4,0,0,1,0,0,0,5,0,10KV8037BSLA
120078 ,KV ,415 ,NONE ,3854 ,Molecular&Cell Bio-undeclared ,  ,  ,24,11,13,0,7,2,1,0,0,14,0,5,19,10KS3854NONE
120078 ,KV ,415 ,PHD ,0319 ,Biophysics & Computnl Biology ,  ,  ,67,48,19,0,12,3,0,1,0,51,0,2,65,10KS0319PHD
120078 ,KV ,415 ,PHD ,0323 ,Neuroscience ,  ,  ,52,21,31,0,25,9,1,4,0,13,0,14,38,10KS0323PHD
120078 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,  ,  ,37,25,12,0,27,3,0,5,0,2,0,34,3,10KV0333BSLA
120078 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BSLA
120078 ,KV ,430 ,MS ,0333 ,Astronomy ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0333MS
120078 ,KV ,430 ,PHD ,0333 ,Astronomy ,  ,  ,31,18,13,0,7,1,0,0,0,23,0,1,30,10KS0333PHD
120078 ,KV ,438 ,BS ,0318 ,Biochemistry ,  ,  ,174,98,76,0,69,71,4,9,0,16,5,154,20,10KV0318BS
120078 ,KV ,438 ,BSLAS ,0318 ,Biochemistry ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV0318BSLA
120078 ,KV ,438 ,MS ,0318 ,Biochemistry ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,1,10KS0318MS
120078 ,KV ,438 ,NDEG ,0318 ,Biochemistry ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,1,0,10KS0318NDEG
120078 ,KV ,438 ,PHD ,0318 ,Biochemistry ,  ,  ,83,44,39,0,34,14,2,3,0,30,0,21,62,10KS0318PHD
120078 ,KV ,451 ,BALAS ,0342 ,History ,  ,  ,494,324,168,2,392,26,23,34,1,1,17,472,22,10KV0342BALA
120078 ,KV ,451 ,BALAS ,0342 ,History ,  ,  ,3,2,1,0,3,0,0,0,0,0,0,3,0,10KV8037BALA
120078 ,KV ,451 ,BALAS ,0342 ,History ,3917 ,Teaching of Social Studies ,95,52,43,0,85,3,0,7,0,0,0,95,0,10KV3917BALA
120078 ,KV ,451 ,PHD ,0342 ,History ,  ,  ,119,68,51,0,74,5,16,3,0,20,1,27,92,10KS0342PHD
120078 ,KV ,461 ,MA ,0283 ,African Studies ,  ,  ,11,4,7,0,5,0,4,0,0,2,0,4,7,10KS0283MA
120078 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,  ,  ,666,295,370,1,389,48,132,66,8,9,14,629,37,10KV0313BALA
120078 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,  ,  ,4,0,4,0,3,0,0,1,0,0,0,4,0,10KV8037BALA
120078 ,KV ,489 ,MA ,0313 ,Speech Communication ,  ,  ,18,8,10,0,15,2,0,0,0,0,1,9,9,10KS0313MA
120078 ,KV ,489 ,PHD ,0313 ,Speech Communication ,  ,  ,41,15,26,0,29,5,2,2,0,2,1,13,28,10KS0313PHD
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,  ,  ,17,8,9,0,10,5,0,1,0,0,1,17,0,10KV0443BALA
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3899 ,Christianity ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3899BALA
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3900 ,Islam ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3900BALA
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3902 ,Philosophy of Religion ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3902BALA
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3903 ,Religion and Culture ,3,2,1,0,1,0,0,1,0,0,1,3,0,10KV3903BALA
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3903 ,Religion and Culture ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120078 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3904 ,Asian Religions ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KV3904BALA
120078 ,KV ,499 ,BALAS ,0311 ,English ,  ,  ,779,240,536,3,559,71,58,53,4,8,26,747,32,10KV0311BALA
120078 ,KV ,499 ,BALAS ,0311 ,English ,  ,  ,31,13,18,0,23,2,3,2,0,0,1,31,0,10KV8037BALA
120078 ,KV ,499 ,BALAS ,0311 ,English ,3916 ,English Teaching Option ,92,20,72,0,70,9,3,10,0,0,0,92,0,10KV3916BALA
120078 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,  ,  ,36,16,20,0,20,5,4,5,0,0,2,36,0,10KV0420BALA
120078 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,3892 ,Creative Writing ,68,32,36,0,38,4,19,6,0,0,1,66,2,10KV3892BALA
120078 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,3892 ,Creative Writing ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120078 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,3893 ,Professional Writing ,2,1,1,0,0,0,1,1,0,0,0,2,0,10KV3893BALA
120078 ,KV ,499 ,BSLAS ,0311 ,English ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BSLA
120078 ,KV ,499 ,BSLAS ,0420 ,Rhetoric ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,1,0,10KV0420BSLA
120078 ,KV ,499 ,MA ,0311 ,English ,  ,  ,60,22,38,0,50,4,1,3,0,2,0,17,43,10KS0311MA
120078 ,KV ,499 ,MFA ,1136 ,Creative Writing ,  ,  ,20,10,10,0,12,0,2,3,1,1,1,4,16,10KS1136MFA
120078 ,KV ,499 ,NDEG ,0311 ,English ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0311NDEG
120078 ,KV ,499 ,PHD ,0311 ,English ,  ,  ,73,25,48,0,54,2,3,2,0,12,0,11,62,10KS0311PHD
120078 ,KV ,514 ,BALAS ,0308 ,Classics ,  ,  ,14,8,6,0,12,1,0,1,0,0,0,14,0,10KV0308BALA
120078 ,KV ,514 ,BALAS ,0308 ,Classics ,0310 ,Latin ,3,1,2,0,3,0,0,0,0,0,0,1,2,10KV0310BALA
120078 ,KV ,514 ,BALAS ,0308 ,Classics ,3878 ,Classical Civilization ,10,5,5,0,7,0,1,2,0,0,0,10,0,10KV3878BALA
120078 ,KV ,514 ,MA ,0308 ,Classics ,  ,  ,10,5,5,0,7,1,0,0,0,2,0,4,6,10KS0308MA
120078 ,KV ,514 ,MA ,0345 ,Teaching of Latin ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,1,10KS0345MA
120078 ,KV ,514 ,PHD ,0347 ,Classical Philology ,  ,  ,5,2,3,0,4,0,0,0,0,1,0,1,4,10KS0347PHD
120078 ,KV ,553 ,BALAS ,0287 ,Russian & E European Studies ,  ,  ,5,3,2,0,5,0,0,0,0,0,0,4,1,10KV0287BALA
120078 ,KV ,553 ,MA ,0287 ,Russian & E European Studies ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,1,10KS0287MA
120078 ,KV ,553 ,MA ,4097 ,"Russian, E Eur, Eurasian St ",  ,  ,7,6,1,0,6,0,1,0,0,0,0,3,4,10KS4097MA
120078 ,KV ,580 ,BALAS ,0075 ,Finance ,  ,  ,91,59,32,0,62,18,1,3,0,3,4,87,4,10KV0075BALA
120078 ,KV ,580 ,BALAS ,0075 ,Finance ,  ,  ,2,1,1,0,0,2,0,0,0,0,0,2,0,10KV8037BALA
120078 ,KV ,580 ,BALAS ,0150 ,History of Art ,  ,  ,33,5,28,0,23,2,2,2,0,4,0,29,4,10KV0150BALA
120078 ,KV ,580 ,BALAS ,0150 ,History of Art ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120078 ,KV ,580 ,BALAS ,0265 ,Music ,  ,  ,1,1,0,0,0,0,1,0,0,0,0,1,0,10KV0265BALA
120078 ,KV ,580 ,BALAS ,0401 ,International Studies ,  ,  ,365,107,258,0,233,43,15,42,1,18,13,329,36,10KV0401BALA
120078 ,KV ,580 ,BALAS ,0401 ,International Studies ,  ,  ,4,1,3,0,1,0,2,0,0,0,1,4,0,10KV8037BALA
120078 ,KV ,580 ,BALAS ,0422 ,Humanities ,  ,  ,3,3,0,0,1,0,1,1,0,0,0,3,0,10KV0422BALA
120078 ,KV ,580 ,BALAS ,0463 ,Individual Plans of Study ,  ,  ,6,2,4,0,4,0,1,1,0,0,0,5,1,10KV0463BALA
120078 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,  ,  ,12,7,5,0,10,0,1,1,0,0,0,12,0,10KV3865BALA
120078 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,3869 ,Cinema Studies ,21,14,7,0,9,1,4,5,0,1,1,19,2,10KV3869BALA
120078 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,4029 ,Gender and Women's Studies ,16,1,15,0,9,3,2,1,0,0,1,16,0,10KV4029BALA
120078 ,KV ,580 ,BS ,0240 ,Physics ,  ,  ,83,75,8,0,59,6,1,2,1,12,2,64,19,10KV0240BS
120078 ,KV ,580 ,BSLAS ,0240 ,Physics ,  ,  ,75,61,13,1,47,8,1,2,0,9,8,52,23,10KV0240BSLA
120078 ,KV ,580 ,BSLAS ,0240 ,Physics ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,1,1,10KV8037BSLA
120078 ,KV ,580 ,BSLAS ,0240 ,Physics ,3919 ,Physics Teaching Option ,4,2,2,0,3,0,0,0,0,0,1,4,0,10KV3919BSLA
120078 ,KV ,580 ,NDEG ,0067 ,Nondegree ,  ,  ,129,60,69,0,26,7,4,2,1,88,1,36,93,10KV0067NDEG
120078 ,KV ,580 ,NONE ,0390 ,General Curriculum ,  ,  ,3379,1569,1809,1,1807,435,528,384,9,141,75,3100,279,10KV0390NONE
120078 ,KV ,583 ,BALAS ,0329 ,Statistics ,  ,  ,2,2,0,0,1,0,0,1,0,0,0,2,0,10KV0329BALA
120078 ,KV ,583 ,BSLAS ,0329 ,Statistics ,  ,  ,59,42,17,0,32,14,4,2,0,5,2,53,6,10KV0329BSLA
120078 ,KV ,583 ,BSLAS ,0329 ,Statistics ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,1,10KV8037BSLA
120078 ,KV ,583 ,BSLAS ,0464 ,Statistics & Computer Science ,  ,  ,8,6,2,0,7,1,0,0,0,0,0,7,1,10KV0464BSLA
120078 ,KV ,583 ,MS ,0329 ,Statistics ,  ,  ,26,10,16,0,6,2,0,1,0,16,1,9,17,10KS0329MS
120078 ,KV ,583 ,MS ,0329 ,Statistics ,0331 ,Applied ,3,1,2,0,0,0,0,0,0,3,0,0,3,10KS0331MS
120078 ,KV ,583 ,PHD ,0329 ,Statistics ,  ,  ,27,15,12,0,6,0,1,0,0,20,0,4,23,10KS0329PHD
120078 ,KV ,584 ,PHD ,0321 ,Cell and Structural Biology ,  ,  ,65,30,35,0,19,6,1,2,1,36,0,14,51,10KS0321PHD
120078 ,KV ,585 ,BA ,0297 ,Teaching of Spanish ,  ,  ,31,2,29,0,28,1,0,2,0,0,0,31,0,10KV0297BA
120078 ,KV ,585 ,BALAS ,0305 ,Italian ,  ,  ,6,4,2,0,4,0,0,2,0,0,0,6,0,10KV0305BALA
120078 ,KV ,585 ,BALAS ,0305 ,Italian ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KV8037BALA
120078 ,KV ,585 ,BALAS ,0306 ,Portuguese ,  ,  ,2,1,1,0,0,0,1,1,0,0,0,2,0,10KV0306BALA
120078 ,KV ,585 ,BALAS ,0307 ,Spanish ,  ,  ,286,73,213,0,184,19,11,67,0,0,5,283,3,10KV0307BALA
120078 ,KV ,585 ,BALAS ,0307 ,Spanish ,  ,  ,8,4,4,0,5,0,0,3,0,0,0,8,0,10KV8037BALA
120078 ,KV ,585 ,MA ,0305 ,Italian ,  ,  ,2,1,1,0,0,0,0,0,0,2,0,0,2,10KS0305MA
120078 ,KV ,585 ,MA ,0306 ,Portuguese ,  ,  ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KS0306MA
120078 ,KV ,585 ,MA ,0307 ,Spanish ,  ,  ,17,4,13,0,5,0,1,2,0,9,0,1,16,10KS0307MA
120078 ,KV ,585 ,NDEG ,0307 ,Spanish ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KS0307NDEG
120078 ,KV ,585 ,PHD ,0305 ,Italian ,  ,  ,2,0,2,0,0,0,0,2,0,0,0,0,2,10KS0305PHD
120078 ,KV ,585 ,PHD ,0306 ,Portuguese ,  ,  ,3,1,2,0,0,0,0,0,0,3,0,0,3,10KS0306PHD
120078 ,KV ,585 ,PHD ,0307 ,Spanish ,  ,  ,41,11,30,0,5,1,0,10,0,25,0,5,36,10KS0307PHD
120078 ,KV ,604 ,BSLAS ,0408 ,Bioengineering ,  ,  ,1,0,1,0,0,0,0,1,0,0,0,1,0,10KV0408BSLA
120078 ,KV ,604 ,PHD ,0325 ,Molecular & Integrative Physi ,  ,  ,37,17,20,0,12,2,1,5,0,17,0,6,31,10KS0325PHD
120078 ,KV ,655 ,BS ,0336 ,Geology ,  ,  ,18,13,5,0,16,1,0,0,0,0,1,16,2,10KV0336BS
120078 ,KV ,655 ,BS ,0336 ,Geology ,3881 ,Environmental Geology ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV3881BS
120078 ,KV ,655 ,BSLAS ,0336 ,Geology ,  ,  ,29,19,10,0,26,0,0,2,0,1,0,27,2,10KV0336BSLA
120078 ,KV ,655 ,BSLAS ,0336 ,Geology ,3879 ,Teaching of Earth Science ,4,2,2,0,4,0,0,0,0,0,0,4,0,10KV3879BSLA
120078 ,KV ,655 ,BSLAS ,0336 ,Geology ,3882 ,Earth & Environmental Sciences ,7,5,2,0,7,0,0,0,0,0,0,7,0,10KV3882BSLA
120078 ,KV ,655 ,MS ,0336 ,Geology ,  ,  ,15,7,8,0,12,0,1,0,0,2,0,10,5,10KS0336MS
120078 ,KV ,655 ,PHD ,0336 ,Geology ,  ,  ,17,12,5,0,3,0,0,0,1,13,0,2,15,10KS0336PHD
120078 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,  ,  ,368,246,122,0,221,74,10,18,0,36,9,297,71,10KV0300BS
120078 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,5029 ,Biomolecular Engineering ,4,4,0,0,2,2,0,0,0,0,0,4,0,10KV5029BS
120078 ,KV ,687 ,MS ,0300 ,Chemical Engineering ,  ,  ,5,3,2,0,1,1,0,0,0,3,0,1,4,10KS0300MS
120078 ,KV ,687 ,NONE ,0300 ,Chemical Engineering ,  ,  ,3,1,2,0,0,0,0,0,0,3,0,0,3,10KS0300NONE
120078 ,KV ,687 ,PHD ,0300 ,Chemical Engineering ,  ,  ,92,59,33,0,42,8,3,2,0,36,1,6,86,10KS0300PHD
120078 ,KV ,710 ,BALAS ,0343 ,Political Science ,  ,  ,1047,606,439,2,715,87,97,99,1,25,23,982,65,10KV0343BALA
120078 ,KV ,710 ,BALAS ,0343 ,Political Science ,  ,  ,16,10,6,0,6,3,1,3,1,0,2,16,0,10KV8037BALA
120078 ,KV ,710 ,MA ,0343 ,Political Science ,  ,  ,10,4,6,0,8,0,1,0,0,1,0,8,2,10KS0343MA
120078 ,KV ,710 ,PHD ,0343 ,Political Science ,  ,  ,57,31,26,0,37,3,3,0,0,14,0,12,45,10KS0343PHD
120078 ,KV ,715 ,BALAS ,0332 ,Philosophy ,  ,  ,83,65,18,0,56,5,8,7,1,1,5,81,2,10KV0332BALA
120078 ,KV ,715 ,BALAS ,0332 ,Philosophy ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120078 ,KV ,715 ,MA ,0332 ,Philosophy ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,1,1,10KS0332MA
120078 ,KV ,715 ,NDEG ,0332 ,Philosophy ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KS0332NDEG
120078 ,KV ,715 ,PHD ,0332 ,Philosophy ,  ,  ,37,30,7,0,34,0,0,0,0,3,0,10,27,10KS0332PHD
120078 ,KV ,729 ,BALAS ,0286 ,Latin American Studies ,  ,  ,7,4,3,0,1,0,0,6,0,0,0,7,0,10KV0286BALA
120078 ,KV ,729 ,MA ,0286 ,Latin American Studies ,  ,  ,7,2,5,0,4,0,1,2,0,0,0,4,3,10KS0286MA
120078 ,KV ,748 ,MA ,0299 ,Teaching of English Sec Lang ,  ,  ,53,9,44,0,21,3,0,0,0,28,1,22,31,10KS0299MA
120078 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,  ,  ,13,4,9,0,8,1,1,0,1,1,1,12,1,10KV1120BALA
120078 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,3905 ,World Literature ,5,1,4,0,4,0,0,1,0,0,0,4,1,10KV3905BALA
120078 ,KV ,771 ,MA ,1120 ,Comparative Literature ,  ,  ,11,1,10,0,4,1,0,0,0,6,0,2,9,10KS1120MA
120078 ,KV ,771 ,NDEG ,1120 ,Comparative Literature ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS1120NDEG
120078 ,KV ,771 ,PHD ,1120 ,Comparative Literature ,  ,  ,26,7,19,0,10,0,0,2,0,13,1,1,25,10KS1120PHD
120078 ,KV ,864 ,BALAS ,0301 ,Linguistics ,  ,  ,74,31,43,0,53,10,5,2,0,2,2,71,3,10KV0301BALA
120078 ,KV ,864 ,MA ,0301 ,Linguistics ,  ,  ,12,6,6,0,6,1,1,1,0,2,1,4,8,10KS0301MA
120078 ,KV ,864 ,NDEG ,0301 ,Linguistics ,  ,  ,3,1,2,0,1,0,0,0,0,1,1,1,2,10KS0301NDEG
120078 ,KV ,864 ,PHD ,0301 ,Linguistics ,  ,  ,50,15,35,0,16,4,1,1,0,28,0,7,43,10KS0301PHD
120078 ,KV ,872 ,BALAS ,0341 ,Geography ,  ,  ,45,31,14,0,35,1,2,3,0,1,3,42,3,10KV0341BALA
120078 ,KV ,872 ,BALAS ,0341 ,Geography ,3884 ,Human Geography ,1,1,0,0,1,0,0,0,0,0,0,0,1,10KV3884BALA
120078 ,KV ,872 ,BALAS ,0341 ,Geography ,3886 ,Geographic Information Science ,4,4,0,0,4,0,0,0,0,0,0,4,0,10KV3886BALA
120078 ,KV ,872 ,MA ,0341 ,Geography ,  ,  ,5,1,4,0,5,0,0,0,0,0,0,0,5,10KS0341MA
120078 ,KV ,872 ,MS ,0341 ,Geography ,  ,  ,8,6,2,0,5,0,1,1,0,1,0,5,3,10KS0341MS
120078 ,KV ,872 ,NDEG ,0341 ,Geography ,  ,  ,7,5,2,0,6,1,0,0,0,0,0,6,1,10KS0341NDEG
120078 ,KV ,872 ,PHD ,0341 ,Geography ,  ,  ,26,14,12,0,12,1,1,0,0,11,1,5,21,10KS0341PHD
120078 ,KV ,927 ,BA ,0296 ,Teaching of German ,  ,  ,4,1,3,0,4,0,0,0,0,0,0,4,0,10KV0296BA
120078 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,  ,  ,21,6,14,1,20,1,0,0,0,0,0,20,1,10KV0412BALA
120078 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3887 ,German and Commercial Studies ,6,4,2,0,5,0,0,0,0,0,1,6,0,10KV3887BALA
120078 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3888 ,Language and Literature ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KV3888BALA
120078 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3889 ,Language Studies ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3889BALA
120078 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3890 ,Modern German Studies ,2,1,1,0,2,0,0,0,0,0,0,1,1,10KV3890BALA
120078 ,KV ,927 ,MA ,0303 ,German ,  ,  ,13,6,7,0,12,0,0,0,0,1,0,5,8,10KS0303MA
120078 ,KV ,927 ,NDEG ,0303 ,German ,  ,  ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KS0303NDEG
120078 ,KV ,927 ,PHD ,0303 ,German ,  ,  ,7,1,6,0,6,0,0,0,0,1,0,1,6,10KS0303PHD
120078 ,KV ,948 ,MS ,0322 ,Microbiology ,  ,  ,2,1,1,0,1,0,0,1,0,0,0,2,0,10KS0322MS
120078 ,KV ,948 ,PHD ,0322 ,Microbiology ,  ,  ,69,31,38,0,32,3,1,5,1,27,0,11,58,10KS0322PHD
120078 ,KV ,958 ,BALAS ,0411 ,Russian Lang & Literature ,  ,  ,4,1,3,0,3,0,0,1,0,0,0,4,0,10KV0411BALA
