Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,
120178 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,11,11,0,0,7,2,0,1,0,0,1,0,0,0,0,0,3,4,7,10KS0133MSU
120178 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,5511 ,Computational Sci & Engr ,5,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,10KS0133MS
120178 ,KP ,917 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,9,7,2,0,5,1,0,0,0,0,0,3,0,0,0,0,1,3,6,10KS0242MS
120178 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,221,194,27,0,28,7,0,2,1,0,4,179,0,0,1,0,11,19,202,10KS0133PHD
120178 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,5511 ,Computational Sci & Engr ,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,10KS0133PHD
120178 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,31,27,4,0,7,1,0,1,0,0,1,21,0,0,0,0,2,5,26,10KS0242PHD
120178 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,5511 ,Computational Sci & Engr ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS0242PHD
120178 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,268,193,75,0,109,66,1,11,0,0,11,68,2,4,2,0,76,146,122,10KP0130BS
120178 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3908 ,Ceramics ,5,5,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,2,3,10KP3908BS
120178 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3909 ,Electronic Materials ,22,18,4,0,8,3,0,1,0,0,0,10,0,0,0,0,3,8,14,10KP3909BS
120178 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3910 ,Metals ,16,11,5,0,12,2,0,0,0,0,1,1,0,0,0,0,3,13,3,10KP3910BS
120178 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3911 ,Biomaterials ,15,8,7,0,6,2,1,1,0,0,0,5,0,1,0,0,2,10,5,10KP3911BS
120178 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3912 ,Polymer ,14,7,7,0,4,2,0,0,0,0,0,8,0,0,0,0,2,4,10,10KP3912BS
120178 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,31,26,5,0,2,4,0,0,0,0,0,25,0,0,0,0,4,2,29,10KS0130MS
120178 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,5511 ,Computational Sci & Engr ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS0130MS
120178 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,145,99,46,0,39,11,2,3,0,0,3,87,0,2,0,0,14,7,138,10KS0130PHD
120178 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,5511 ,Computational Sci & Engr ,3,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,10KS0130PHD
120178 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,1270,1114,156,0,351,431,18,52,0,0,31,377,10,24,4,2,460,570,700,10KP0109BS
120178 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,1025,879,146,0,322,267,18,50,0,0,28,335,5,20,2,5,295,465,560,10KP0115BS
120178 ,KP ,933 ,MENGR ,1200 ,Electrical & Computer Engr ,  ,  ,94,70,24,0,5,5,0,0,0,0,0,84,0,0,0,0,5,5,89,1PKS1200MENG
120178 ,KP ,933 ,MENGR ,1200 ,Electrical & Computer Engr ,5579 ,BS/MENG ECE ,21,19,2,0,4,4,0,1,0,0,0,12,0,0,0,0,4,8,13,1PKS5579MENG
120178 ,KP ,933 ,MS ,1200 ,Electrical & Computer Engr ,  ,  ,248,207,41,0,44,30,3,5,0,0,3,163,0,3,0,0,34,35,213,10KS1200MS
120178 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,  ,  ,255,214,41,0,38,20,3,1,0,0,1,191,1,3,0,0,21,23,232,10KS1200PHD
120178 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,5511 ,Computational Sci & Engr ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS1200PHD
120178 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,76,66,10,0,46,9,0,6,0,0,5,10,0,1,1,1,14,53,23,10KP5183BS
120178 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3913 ,"Power, Safety, and the Environ ",36,30,6,0,27,0,1,2,0,0,3,2,1,3,1,1,1,31,5,10KP5183BS
120178 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3914 ,Plasma and Fusion Sci and Engr ,20,16,4,0,10,5,0,1,0,0,3,1,0,0,0,0,8,15,5,10KP5183BS
120178 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3915 ,"Radiol, Medical, & Instr Apps ",9,5,4,0,5,1,1,2,0,0,0,0,0,1,0,0,1,8,1,10KP5183BS
120178 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,24,22,2,0,10,1,0,1,0,0,0,12,0,0,0,0,1,5,19,10KS5183MS
120178 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",5511 ,Computational Sci & Engr ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS5183MS
120178 ,KP ,973 ,NDEG ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS5183NDEG
120178 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0139PHD
120178 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,65,60,5,0,25,3,0,1,0,0,0,35,1,0,0,0,3,19,46,10KS5183PHD
120178 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",5511 ,Computational Sci & Engr ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS5183PHD
120178 ,KP ,  ,  ,  ,Engineering ,  ,***College total*** ,11530,9005,2524,1,3765,2257,156,606,5,4,308,4291,138,225,60,29,2583,4730,6800, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
120178 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120178 ,KR ,447 ,NDEG ,0067 ,Nondegree ,  ,  ,40,22,18,0,14,1,1,2,0,0,1,21,0,2,1,0,1,18,22,10KR0067NDEG
120178 ,KR ,495 ,AD ,0265 ,Music ,  ,  ,9,1,8,0,3,2,0,0,0,0,0,4,0,0,0,0,2,1,8,10KS0265AD
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,  ,  ,3,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,3930 ,Choral Music ,9,7,2,0,6,0,0,0,0,0,0,3,0,0,0,0,0,1,8,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,5110 ,Performance and Literature ,122,46,76,0,40,13,1,5,0,0,0,61,2,1,0,0,13,25,97,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,5111 ,Music Composition ,16,15,1,0,7,1,0,0,0,0,0,7,1,0,0,0,2,1,15,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,6,3,3,0,3,1,0,0,0,0,0,2,0,0,0,0,1,3,3,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,5118 ,Jazz Performance ,38,31,7,0,26,1,2,3,0,0,1,5,0,3,1,0,2,10,28,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,5314 ,Instrmntl Conducting Wind Band ,4,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,10KS0265AMUS
120178 ,KR ,495 ,AMUSD ,0265 ,Music ,5315 ,Instrmntl Conducting Orchestra ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10KS0265AMUS
120178 ,KR ,495 ,BA ,0265 ,Music ,  ,  ,44,35,9,0,23,5,2,10,0,0,1,3,0,4,1,0,6,41,3,10KR0265BA
120178 ,KR ,495 ,BME ,0168 ,Music Education ,3930 ,Choral Music ,31,3,28,0,22,3,1,3,0,0,2,0,0,1,2,1,5,31,0,10KR3930BME
120178 ,KR ,495 ,BME ,0168 ,Music Education ,3931 ,Instrumental Music ,104,54,50,0,75,11,4,13,0,0,0,1,0,4,0,0,11,97,7,10KR3931BME
120178 ,KR ,495 ,BME ,0168 ,Music Education ,3932 ,Elementary General Music ,15,2,13,0,14,0,0,0,0,0,0,1,0,0,0,0,0,13,2,10KR3932BME
120178 ,KR ,495 ,BMUS ,0157 ,Voice ,  ,  ,34,10,24,0,21,2,5,5,0,1,0,0,0,5,0,1,2,26,8,10KR0157BMUS
120178 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,  ,  ,75,32,43,0,46,10,2,11,0,0,2,4,0,4,1,0,12,54,21,10KR0158BMUS
120178 ,KR ,495 ,BMUS ,0159 ,Music Composition ,  ,  ,9,9,0,0,6,0,0,1,0,0,1,1,0,1,1,0,0,7,2,10KR0159BMUS
120178 ,KR ,495 ,BMUS ,0161 ,Open Studies ,  ,  ,6,2,4,0,5,0,1,0,0,0,0,0,0,1,0,0,0,6,0,10KR0161BMUS
120178 ,KR ,495 ,BMUS ,1481 ,Musicology ,  ,  ,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,10KR1481BMUS
120178 ,KR ,495 ,BMUS ,5045 ,Jazz Performance ,  ,  ,28,23,5,0,16,3,4,2,0,0,3,0,0,5,1,1,4,24,4,10KR5045BMUS
120178 ,KR ,495 ,MME ,0168 ,Music Education ,  ,  ,10,7,3,0,8,0,0,1,0,0,0,1,0,1,0,0,0,6,4,10KS0168MME
120178 ,KR ,495 ,MMUS ,0265 ,Music ,3930 ,Choral Music ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5110 ,Performance and Literature ,62,32,30,0,41,4,4,3,0,0,2,8,0,5,1,0,5,10,52,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5111 ,Music Composition ,4,3,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5113 ,Musicology ,9,1,8,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,8,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5114 ,Piano Pedagogy ,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5115 ,Instrumental Conducting (Band) ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5116 ,Instrumental Conducting (Orch) ,3,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,3,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,10KS0265MMUS
120178 ,KR ,495 ,MMUS ,0265 ,Music ,5118 ,Jazz Performance ,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10KS0265MMUS
120178 ,KR ,495 ,PHD ,0168 ,Music Education ,  ,  ,6,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10KS0168PHD
120178 ,KR ,495 ,PHD ,1481 ,Musicology ,  ,  ,20,12,8,0,15,1,1,2,0,0,0,1,0,1,0,0,2,2,18,10KS1481PHD
120178 ,KR ,495 ,PHD ,1481 ,Musicology ,5080 ,Medieval Studies ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS1481PHD
120178 ,KR ,526 ,BFA ,0148 ,Graphic Design ,  ,  ,167,41,126,0,83,26,9,20,0,0,4,23,2,10,1,1,31,132,35,10KR0148BFA
120178 ,KR ,526 ,BFA ,0149 ,Crafts ,3933 ,Ceramics ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KR3933BFA
120178 ,KR ,526 ,BFA ,0149 ,Crafts ,3935 ,Metals ,5,0,5,0,2,1,1,1,0,0,0,0,0,1,0,0,1,5,0,10KR3935BFA
120178 ,KR ,526 ,BFA ,0150 ,History of Art ,  ,  ,7,1,6,0,2,0,0,3,0,0,0,2,0,0,0,0,0,5,2,10KR0150BFA
120178 ,KR ,526 ,BFA ,0151 ,Photography ,  ,  ,30,7,23,0,16,2,4,3,0,0,0,5,0,4,0,0,2,24,6,10KR0151BFA
120178 ,KR ,526 ,BFA ,0152 ,Industrial Design ,  ,  ,206,96,110,0,59,49,7,17,0,0,7,66,1,11,3,0,53,108,98,10KR0152BFA
120178 ,KR ,526 ,BFA ,0153 ,Painting ,  ,  ,31,7,24,0,12,2,5,2,0,0,3,6,1,5,0,0,5,24,7,10KR0153BFA
120178 ,KR ,526 ,BFA ,0154 ,Sculpture ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KR0154BFA
120178 ,KR ,526 ,BFA ,0169 ,Art Education ,  ,  ,32,1,30,1,20,5,2,5,0,0,0,0,0,2,0,0,5,30,2,10KR0169BFA
120178 ,KR ,526 ,BFA ,5128 ,New Media ,  ,  ,20,7,13,0,9,3,2,2,0,0,1,2,1,2,0,0,5,16,4,10KR5128BFA
120178 ,KR ,526 ,EDM ,0169 ,Art Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0169EDM
120178 ,KR ,526 ,MA ,0169 ,Art Education ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0169MA
120178 ,KR ,526 ,MA ,0250 ,Art History ,  ,  ,3,0,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3,10KS0250MA
120178 ,KR ,526 ,MFA ,0252 ,Art and Design ,  ,  ,5,1,4,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,4,10KS0252MFA
120178 ,KR ,526 ,MFA ,0252 ,Art and Design ,0254 ,Graphic Design ,7,2,5,0,4,1,0,0,0,0,0,2,0,0,0,0,1,2,5,10KS0254MFA
120178 ,KR ,526 ,MFA ,0252 ,Art and Design ,0255 ,Industrial Design ,15,6,9,0,4,2,0,1,0,0,1,7,0,0,0,0,3,3,12,10KS0255MFA
120178 ,KR ,526 ,MFA ,0252 ,Art and Design ,0256 ,Metals ,5,0,5,0,2,1,0,1,0,0,0,1,0,0,0,0,1,1,4,10KS0256MFA
120178 ,KR ,526 ,MFA ,0252 ,Art and Design ,0257 ,Painting ,5,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,5,10KS0257MFA
120178 ,KR ,526 ,MFA ,0252 ,Art and Design ,0260 ,Sculpture ,4,1,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,10KS0260MFA
120178 ,KR ,526 ,NONE ,4090 ,Art Foundation ,  ,  ,20,6,14,0,9,0,2,1,0,0,2,5,1,4,0,0,0,15,5,10KR4090NONE
120178 ,KR ,526 ,PHD ,0169 ,Art Education ,  ,  ,6,1,5,0,1,0,0,1,0,0,0,4,0,0,0,0,0,2,4,10KS0169PHD
120178 ,KR ,526 ,PHD ,0250 ,Art History ,  ,  ,16,2,14,0,10,1,0,2,0,0,0,3,0,1,0,0,1,6,10,10KS0250PHD
120178 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,  ,  ,53,18,35,0,20,4,0,10,0,0,3,16,0,3,3,0,4,35,18,10KR0156BLA
120178 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,  ,  ,44,5,39,0,3,0,0,0,0,0,0,41,0,0,0,0,0,3,41,10KS0156MLA
120178 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,  ,  ,14,5,9,0,6,0,0,0,0,0,0,8,0,0,0,0,0,4,10,10KS0156PHD
120178 ,KR ,733 ,BA ,0155 ,Urban Planning ,  ,  ,7,4,3,0,3,0,0,0,0,0,0,3,1,0,0,0,0,2,5,10KR0155BA
120178 ,KR ,733 ,BA ,5504 ,Urban Studies & Planning ,  ,  ,20,11,9,0,9,3,1,2,0,0,1,4,0,1,0,0,4,12,8,10KR5504BA
120178 ,KR ,733 ,BA ,5504 ,Urban Studies & Planning ,5564 ,Sustainability ,14,3,11,0,5,0,1,3,0,0,1,4,0,1,0,1,1,8,6,10KR5504BA
120178 ,KR ,733 ,BA ,5504 ,Urban Studies & Planning ,5565 ,Policy and Planning ,31,26,5,0,15,1,0,7,0,0,0,8,0,1,0,0,1,19,12,10KR5504BA
120178 ,KR ,733 ,BA ,5504 ,Urban Studies & Planning ,5566 ,Global Cities ,8,4,4,0,2,1,0,3,0,0,0,2,0,0,0,0,1,6,2,10KR5504BA
120178 ,KR ,733 ,BA ,5504 ,Urban Studies & Planning ,5567 ,Social Justice ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KR5504BA
120178 ,KR ,733 ,MUP ,0155 ,Urban Planning ,  ,  ,61,29,32,0,19,2,2,3,0,0,3,32,0,4,0,1,4,16,45,10KS0155MUP
120178 ,KR ,733 ,PHD ,0274 ,Regional Planning ,  ,  ,15,10,5,0,4,1,0,2,0,0,0,8,0,1,1,0,1,5,10,10KS0274PHD
120178 ,KR ,767 ,BS ,0146 ,Architectural Studies ,  ,  ,430,248,182,0,184,48,26,78,0,2,11,80,1,32,4,7,56,324,106,10KR0146BS
120178 ,KR ,767 ,MARCH ,0249 ,Architecture ,0247 ,Architecture - 2 Yr ,144,67,77,0,49,11,3,11,0,0,1,69,0,3,1,0,12,64,80,10KS0247MARC
120178 ,KR ,767 ,MARCH ,0249 ,Architecture ,0248 ,Architecture Track 3 ,23,10,13,0,6,1,2,1,0,0,0,13,0,2,0,0,1,6,17,10KS0248MARC
120178 ,KR ,767 ,MS ,4091 ,Architectural Studies ,  ,  ,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,10KS4091MS
120178 ,KR ,767 ,MS ,4091 ,Architectural Studies ,5561 ,Structures ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS4091MS
120178 ,KR ,767 ,PHD ,0249 ,Architecture ,  ,  ,12,9,3,0,3,1,0,0,0,0,0,8,0,0,0,0,1,3,9,10KS0249PHD
120178 ,KR ,801 ,BA ,0261 ,Dance ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KR0261BA
120178 ,KR ,801 ,BFA ,0261 ,Dance ,  ,  ,59,5,54,0,33,2,15,3,0,0,5,1,0,20,1,1,2,43,16,10KR0261BFA
120178 ,KR ,801 ,MFA ,0261 ,Dance ,  ,  ,10,3,7,0,7,0,0,2,0,0,1,0,0,1,1,0,1,2,8,10KS0261MFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,3980 ,Stage Management ,17,2,15,0,12,0,0,2,0,0,2,1,0,0,0,0,2,14,3,10KR3980BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,3985 ,Theatre Studies ,21,8,13,0,14,1,3,0,0,0,0,3,0,3,0,0,1,18,3,10KR3985BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,4081 ,Acting ,44,21,23,0,27,2,9,5,0,0,1,0,0,10,0,0,3,41,3,10KR4081BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,4082 ,Costume Design and Technology ,3,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10KR4082BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,4083 ,Scenic Technology ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KR4083BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,4084 ,Lighting Design ,6,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10KR4084BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,4085 ,Sound Design and Technology ,5,2,3,0,3,0,1,1,0,0,0,0,0,1,0,0,0,5,0,10KR4085BFA
120178 ,KR ,883 ,BFA ,0162 ,Theatre ,4086 ,Scenic Design ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KR4086BFA
120178 ,KR ,883 ,MA ,0162 ,Theatre ,  ,  ,10,2,8,0,7,0,0,1,0,0,0,2,0,0,0,0,0,6,4,10KS0162MA
120178 ,KR ,883 ,MFA ,0162 ,Theatre ,0271 ,Design and Technology ,46,16,30,0,29,0,4,5,0,0,2,6,0,5,0,0,1,6,40,10KS0271MFA
120178 ,KR ,883 ,MFA ,0162 ,Theatre ,0272 ,Acting ,7,5,2,0,3,0,4,0,0,0,0,0,0,4,0,0,0,1,6,10KS0272MFA
120178 ,KR ,883 ,NONE ,0162 ,Theatre ,4080 ,Theatre Foundations ,36,14,22,0,25,2,4,3,0,0,2,0,0,5,1,1,3,33,3,10KR4080NONE
120178 ,KR ,883 ,PHD ,0162 ,Theatre ,  ,  ,10,5,5,0,7,1,0,0,1,0,0,1,0,0,1,0,1,5,5,10KS0162PHD
120178 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,***College total*** ,2481,1102,1378,1,1187,235,139,267,2,3,66,571,11,179,27,15,281,1477,1004, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
120178 ,KS ,  ,  ,  ,Graduate College ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120178 ,KS ,486 ,NDEG ,0067 ,Nondegree ,  ,  ,23,11,12,0,16,4,0,1,0,0,0,2,0,0,0,0,4,20,3,10KS0067NDEG
120178 ,KS ,913 ,PHD ,5094 ,Informatics ,  ,  ,45,31,14,0,18,3,1,0,0,0,1,22,0,2,0,0,3,17,28,10KS5094PHD
120178 ,KS ,  ,  ,  ,Graduate College ,  ,***College total*** ,68,42,26,0,34,7,1,1,0,0,1,24,0,2,0,0,7,37,31, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
120178 ,KT ,  ,  ,  ,Media ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120178 ,KT ,238 ,PHD ,0279 ,Communications ,  ,  ,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,10KS0279PHD
120178 ,KT ,238 ,PHD ,5202 ,Communications and Media ,  ,  ,47,15,32,0,8,2,3,3,0,0,2,29,0,3,2,0,4,7,40,10KS5202PHD
120178 ,KT ,408 ,BS ,0277 ,Advertising ,  ,  ,616,202,414,0,396,57,33,48,0,2,19,58,3,36,5,4,71,530,86,10KT0277BS
120178 ,KT ,408 ,MS ,0277 ,Advertising ,  ,  ,16,3,13,0,2,1,2,0,0,0,0,11,0,2,0,0,1,2,14,10KS0277MS
120178 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,  ,  ,35,14,21,0,14,6,2,6,0,0,2,4,1,4,0,0,9,27,8,10KT5201BS
120178 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,3869 ,Cinema Studies ,35,17,18,0,13,7,7,4,0,0,0,4,0,8,0,0,7,27,8,10KT5201BS
120178 ,KT ,436 ,BS ,5201 ,Media and Cinema Studies ,5205 ,Media Studies ,28,8,20,0,9,3,4,5,0,0,1,6,0,5,0,0,3,19,9,10KT5201BS
120178 ,KT ,642 ,BS ,0278 ,Journalism ,  ,  ,232,81,151,0,127,19,29,33,1,0,9,14,0,32,2,0,24,203,29,10KT0278BS
120178 ,KT ,642 ,BSJ ,0380 ,News-Editorial ,  ,  ,5,1,4,0,3,0,0,1,0,0,1,0,0,1,0,0,1,5,0,10KT0380BSJ
120178 ,KT ,642 ,BSJ ,0381 ,Broadcast Journalism ,  ,  ,12,8,4,0,5,1,5,1,0,0,0,0,0,6,0,0,1,10,2,10KT0381BSJ
120178 ,KT ,642 ,MS ,0278 ,Journalism ,  ,  ,6,2,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,5,1,10KS0278MS
120178 ,KT ,642 ,MS ,0278 ,Journalism ,5473 ,BS/MS Journalism ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS5473MS
120178 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KT5284BS
120178 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,5287 ,Advertising ,6,3,3,0,4,0,1,0,0,0,1,0,0,1,0,0,1,6,0,10KT5284BS
120178 ,KT ,646 ,BS ,5284 ,Agricultural Communications ,5578 ,Journalism ,5,1,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,4,1,10KT5284BS
120178 ,KT ,934 ,MS ,5420 ,Strategic Brand Communication ,  ,  ,23,5,18,0,16,1,2,3,0,0,0,0,1,2,0,0,2,11,12,1PKS5420MSU
120178 ,KT ,934 ,NDEG ,0067 ,Nondegree ,  ,  ,21,9,12,0,6,1,2,0,0,0,1,11,0,2,1,0,1,10,11,10KT0067NDEG
120178 ,KT ,  ,  ,  ,Media ,  ,***College total*** ,1092,370,722,0,614,98,91,106,1,2,36,139,5,103,10,4,125,870,222, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
120178 ,KU ,  ,  ,  ,Law ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120178 ,KU ,853 ,JD ,0385 ,Law ,  ,  ,432,262,170,0,261,46,21,27,0,0,10,35,32,25,4,0,54,258,174,10KU0385JD
120178 ,KU ,853 ,JSD ,0281 ,Law ,  ,  ,7,2,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,10KS0281JSD
120178 ,KU ,853 ,LLM ,0281 ,Law ,  ,  ,77,36,41,0,2,0,2,1,0,0,0,72,0,2,0,0,0,4,73,10KS0281LLM
120178 ,KU ,853 ,LLM ,0281 ,Law ,5437 ,Corporate and Finance Law ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS0281LLM
120178 ,KU ,853 ,MSL ,5223 ,Law ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,10KS5223MSL
